ID,UN ID,User Need,NeedConformance,NeedSupport,Requirement ID,Requirement,RequirementType,Conformance,Support,Other Requirements,ReqFlag,ReqFlagValue,OtherReqParameter,OtherRequirementValues,NeedFlag,NeedFlagValue
658,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.4.4.2.5.2.21,Event Description Time - Route Status,Response Message,O,Yes / No,,TMDD_N15R360_Event_Description_Time___Route_Status_Supported,FALSE,TMDD_N15R360_Event_Description_Time___Route_Status_Parameter,,TMDD_N15_Flag,FALSE
659,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.4.4.2.5.2.22,Route Status Date and Time Change Information,Response Message,O,Yes / No,,TMDD_N15R361_Route_Status_Date_and_Time_Change_Information_Supported,FALSE,TMDD_N15R361_Route_Status_Date_and_Time_Change_Information_Parameter,,TMDD_N15_Flag,FALSE
660,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.1.4.1,Contents of the Error Report,Error Report Message,M,Yes,,TMDD_N15R12_Contents_of_the_Error_Report_Supported,TRUE,TMDD_N15R12_Contents_of_the_Error_Report_Parameter,,TMDD_N15_Flag,FALSE
661,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.1.4.1.1,Required Error Report Contents,Error Report Message,M,Yes,,TMDD_N15R13_Required_Error_Report_Contents_Supported,TRUE,TMDD_N15R13_Required_Error_Report_Contents_Parameter,,TMDD_N15_Flag,FALSE
662,2.3.4.2.3,Need to Share Route State,Optional,Yes/No,3.3.1.4.1.2.1,Restrictions - Error Report,Error Report Message,O,Yes / No,,TMDD_N15R14_Restrictions___Error_Report_Supported,FALSE,TMDD_N15R14_Restrictions___Error_Report_Parameter,,TMDD_N15_Flag,FALSE
663,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.1,Send Link Status Information Upon Request,Dialogs,M,Yes,The owner center shall respond within ___ (100 ms - 1 hour; Default = 1 minute) after receiving the request. See Section 3.4.2.,TMDD_N16R275_Send_Link_Status_Information_Upon_Request_Supported,TRUE,TMDD_N16R275_Send_Link_Status_Information_Upon_Request_Parameter,60000,TMDD_N16_Flag,FALSE
664,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.2,Publish Link Status Information,Dialogs,Subscription:O,Yes / No / NA,The owner center shall begin sending the updated response message within ___ (100 ms - 24 hours; Default = 1 minute) after the information is updated in the owner center. See Section 3.4.1.,TMDD_N16R276_Publish_Link_Status_Information_Supported,FALSE,TMDD_N16R276_Publish_Link_Status_Information_Parameter,900000,TMDD_N16_Flag,FALSE
665,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.3,Subscribe to Link Status Information,Dialogs,Subscription:O,Yes / No / NA,,TMDD_N16R277_Subscribe_to_Link_Status_Information_Supported,FALSE,TMDD_N16R277_Subscribe_to_Link_Status_Information_Parameter,60000,TMDD_N16_Flag,FALSE
666,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.1.1,Contents of the Traffic Network Information Request,Request Message,M,Yes,,TMDD_N16R219_Contents_of_the_Traffic_Network_Information_Request_Supported,TRUE,TMDD_N16R219_Contents_of_the_Traffic_Network_Information_Request_Parameter,,TMDD_N16_Flag,FALSE
667,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.1.1.1,Required Traffic Network Information Request Content,Request Message,M,Yes,,TMDD_N16R220_Required_Traffic_Network_Information_Request_Content_Supported,TRUE,TMDD_N16R220_Required_Traffic_Network_Information_Request_Content_Parameter,,TMDD_N16_Flag,FALSE
668,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.1.1.2.1,Authentication - Network (AuthNetwork),Request Message,O,Yes / No,,TMDD_N16R221_Authentication___Network__AuthNetwork__Supported,FALSE,TMDD_N16R221_Authentication___Network__AuthNetwork__Parameter,,TMDD_N16_Flag,FALSE
669,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.1.1.2.1.1,Operator Identifier - Network,Request Message,AuthNetwork:O,Yes / No / NA,,TMDD_N16R222_Operator_Identifier___Network_Supported,FALSE,TMDD_N16R222_Operator_Identifier___Network_Parameter,,TMDD_N16_Flag,FALSE
670,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.1.1.2.2,Roadway Network Identifier,Request Message,O,Yes / No,,TMDD_N16R223_Roadway_Network_Identifier_Supported,FALSE,TMDD_N16R223_Roadway_Network_Identifier_Parameter,,TMDD_N16_Flag,FALSE
671,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.1.1.2.3,Traffic Network Identifier,Request Message,O,Yes / No,,TMDD_N16R224_Traffic_Network_Identifier_Supported,FALSE,TMDD_N16R224_Traffic_Network_Identifier_Parameter,,TMDD_N16_Flag,FALSE
672,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.4,Contents of the Link Status Request,Request Message,M,Yes,,TMDD_N16R278_Contents_of_the_Link_Status_Request_Supported,TRUE,TMDD_N16R278_Contents_of_the_Link_Status_Request_Parameter,,TMDD_N16_Flag,FALSE
673,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5,Contents of the Link Status Information,Response Message,M,Yes,,TMDD_N16R279_Contents_of_the_Link_Status_Information_Supported,TRUE,TMDD_N16R279_Contents_of_the_Link_Status_Information_Parameter,,TMDD_N16_Flag,FALSE
674,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.1,Required Link Status Information Content,Response Message,M,Yes,,TMDD_N16R280_Required_Link_Status_Information_Content_Supported,TRUE,TMDD_N16R280_Required_Link_Status_Information_Content_Parameter,,TMDD_N16_Flag,FALSE
675,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.1,Restrictions - Link Status,Response Message,O,Yes / No,,TMDD_N16R281_Restrictions___Link_Status_Supported,FALSE,TMDD_N16R281_Restrictions___Link_Status_Parameter,,TMDD_N16_Flag,FALSE
676,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.2,Link Name - Link Status,Response Message,O,Yes / No,,TMDD_N16R282_Link_Name___Link_Status_Supported,FALSE,TMDD_N16R282_Link_Name___Link_Status_Parameter,,TMDD_N16_Flag,FALSE
677,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.3,Link Direction - Link Status,Response Message,O,Yes / No,,TMDD_N16R283_Link_Direction___Link_Status_Supported,FALSE,TMDD_N16R283_Link_Direction___Link_Status_Parameter,,TMDD_N16_Flag,FALSE
678,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.4,Lanes Open,Response Message,O,Yes / No,,TMDD_N16R284_Lanes_Open_Supported,FALSE,TMDD_N16R284_Lanes_Open_Parameter,,TMDD_N16_Flag,FALSE
679,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.5,Link Priority,Response Message,O,Yes / No,,TMDD_N16R285_Link_Priority_Supported,FALSE,TMDD_N16R285_Link_Priority_Parameter,,TMDD_N16_Flag,FALSE
680,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.6,Link Restrictions - Axles,Response Message,O,Yes / No,,TMDD_N16R286_Link_Restrictions___Axles_Supported,FALSE,TMDD_N16R286_Link_Restrictions___Axles_Parameter,,TMDD_N16_Flag,FALSE
681,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.7,Link Restrictions - Height,Response Message,O,Yes / No,,TMDD_N16R287_Link_Restrictions___Height_Supported,FALSE,TMDD_N16R287_Link_Restrictions___Height_Parameter,,TMDD_N16_Flag,FALSE
682,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.8,Link Restrictions - Length,Response Message,O,Yes / No,,TMDD_N16R288_Link_Restrictions___Length_Supported,FALSE,TMDD_N16R288_Link_Restrictions___Length_Parameter,,TMDD_N16_Flag,FALSE
683,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.9,Link Restrictions - Weight,Response Message,O,Yes / No,,TMDD_N16R289_Link_Restrictions___Weight_Supported,FALSE,TMDD_N16R289_Link_Restrictions___Weight_Parameter,,TMDD_N16_Flag,FALSE
684,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.10,Link Restrictions - Width,Response Message,O,Yes / No,,TMDD_N16R290_Link_Restrictions___Width_Supported,FALSE,TMDD_N16R290_Link_Restrictions___Width_Parameter,,TMDD_N16_Flag,FALSE
685,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.11,Link Restrictions - Axle Weight,Response Message,O,Yes / No,,TMDD_N16R291_Link_Restrictions___Axle_Weight_Supported,FALSE,TMDD_N16R291_Link_Restrictions___Axle_Weight_Parameter,,TMDD_N16_Flag,FALSE
686,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.12,Link Restrictions Units,Response Message,O,Yes / No,,TMDD_N16R292_Link_Restrictions_Units_Supported,FALSE,TMDD_N16R292_Link_Restrictions_Units_Parameter,,TMDD_N16_Flag,FALSE
687,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.13,Link Surface Conditions,Response Message,O,Yes / No,,TMDD_N16R293_Link_Surface_Conditions_Supported,FALSE,TMDD_N16R293_Link_Surface_Conditions_Parameter,,TMDD_N16_Flag,FALSE
688,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.14,Link Saturation,Response Message,O,Yes / No,,TMDD_N16R294_Link_Saturation_Supported,FALSE,TMDD_N16R294_Link_Saturation_Parameter,,TMDD_N16_Flag,FALSE
689,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.15,Link Saturation Threshold,Response Message,O,Yes / No,,TMDD_N16R295_Link_Saturation_Threshold_Supported,FALSE,TMDD_N16R295_Link_Saturation_Threshold_Parameter,,TMDD_N16_Flag,FALSE
690,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.16,Link Level of Service,Response Message,O,Yes / No,,TMDD_N16R296_Link_Level_of_Service_Supported,FALSE,TMDD_N16R296_Link_Level_of_Service_Parameter,,TMDD_N16_Flag,FALSE
691,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.17,Lane Numbers,Response Message,O,Yes / No,,TMDD_N16R297_Lane_Numbers_Supported,FALSE,TMDD_N16R297_Lane_Numbers_Parameter,,TMDD_N16_Flag,FALSE
692,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.18,Link Data Stored Type,Response Message,O,Yes / No,,TMDD_N16R298_Link_Data_Stored_Type_Supported,FALSE,TMDD_N16R298_Link_Data_Stored_Type_Parameter,,TMDD_N16_Flag,FALSE
693,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.19,Roadway Event Source,Response Message,O,Yes / No,,TMDD_N16R299_Roadway_Event_Source_Supported,FALSE,TMDD_N16R299_Roadway_Event_Source_Parameter,,TMDD_N16_Flag,FALSE
694,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.20,Traffic Data Type,Response Message,O,Yes / No,,TMDD_N16R300_Traffic_Data_Type_Supported,FALSE,TMDD_N16R300_Traffic_Data_Type_Parameter,,TMDD_N16_Flag,FALSE
695,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.21,Link Stops,Response Message,O,Yes / No,,TMDD_N16R301_Link_Stops_Supported,FALSE,TMDD_N16R301_Link_Stops_Parameter,,TMDD_N16_Flag,FALSE
696,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.22,Link Delay Time,Response Message,O,Yes / No,,TMDD_N16R302_Link_Delay_Time_Supported,FALSE,TMDD_N16R302_Link_Delay_Time_Parameter,,TMDD_N16_Flag,FALSE
697,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.23,Link Delay Time - Alternate Route,Response Message,O,Yes / No,,TMDD_N16R303_Link_Delay_Time___Alternate_Route_Supported,FALSE,TMDD_N16R303_Link_Delay_Time___Alternate_Route_Parameter,,TMDD_N16_Flag,FALSE
698,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.24,Link Headway,Response Message,O,Yes / No,,TMDD_N16R304_Link_Headway_Supported,FALSE,TMDD_N16R304_Link_Headway_Parameter,,TMDD_N16_Flag,FALSE
699,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.25,Link Travel Time,Response Message,O,Yes / No,,TMDD_N16R305_Link_Travel_Time_Supported,FALSE,TMDD_N16R305_Link_Travel_Time_Parameter,,TMDD_N16_Flag,FALSE
700,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.26,Link Existing Capacity,Response Message,O,Yes / No,,TMDD_N16R306_Link_Existing_Capacity_Supported,FALSE,TMDD_N16R306_Link_Existing_Capacity_Parameter,,TMDD_N16_Flag,FALSE
701,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.27,Link Travel Time Increase,Response Message,O,Yes / No,,TMDD_N16R307_Link_Travel_Time_Increase_Supported,FALSE,TMDD_N16R307_Link_Travel_Time_Increase_Parameter,,TMDD_N16_Flag,FALSE
702,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.28,Link Average Speed,Response Message,O,Yes / No,,TMDD_N16R308_Link_Average_Speed_Supported,FALSE,TMDD_N16R308_Link_Average_Speed_Parameter,,TMDD_N16_Flag,FALSE
703,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.29,Link Estimated Speed,Response Message,O,Yes / No,,TMDD_N16R309_Link_Estimated_Speed_Supported,FALSE,TMDD_N16R309_Link_Estimated_Speed_Parameter,,TMDD_N16_Flag,FALSE
704,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.30,Link Speed Limit - Link Status,Response Message,O,Yes / No,,TMDD_N16R310_Link_Speed_Limit___Link_Status_Supported,FALSE,TMDD_N16R310_Link_Speed_Limit___Link_Status_Parameter,,TMDD_N16_Flag,FALSE
705,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.31,Link Current Advisory Speed,Response Message,O,Yes / No,,TMDD_N16R311_Link_Current_Advisory_Speed_Supported,FALSE,TMDD_N16R311_Link_Current_Advisory_Speed_Parameter,,TMDD_N16_Flag,FALSE
706,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.32,Link Truck Speed Limit - Link Status,Response Message,O,Yes / No,,TMDD_N16R312_Link_Truck_Speed_Limit___Link_Status_Supported,FALSE,TMDD_N16R312_Link_Truck_Speed_Limit___Link_Status_Parameter,,TMDD_N16_Flag,FALSE
707,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.33,Speed Limit Units - Link Status,Response Message,O,Yes / No,,TMDD_N16R313_Speed_Limit_Units___Link_Status_Supported,FALSE,TMDD_N16R313_Speed_Limit_Units___Link_Status_Parameter,,TMDD_N16_Flag,FALSE
708,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.34,Link Density,Response Message,O,Yes / No,,TMDD_N16R314_Link_Density_Supported,FALSE,TMDD_N16R314_Link_Density_Parameter,,TMDD_N16_Flag,FALSE
709,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.35,Link Occupancy,Response Message,O,Yes / No,,TMDD_N16R315_Link_Occupancy_Supported,FALSE,TMDD_N16R315_Link_Occupancy_Parameter,,TMDD_N16_Flag,FALSE
710,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.36,Link Volume,Response Message,O,Yes / No,,TMDD_N16R316_Link_Volume_Supported,FALSE,TMDD_N16R316_Link_Volume_Parameter,,TMDD_N16_Flag,FALSE
711,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.37,Event Description Time - Link Status,Response Message,O,Yes / No,,TMDD_N16R317_Event_Description_Time___Link_Status_Supported,FALSE,TMDD_N16R317_Event_Description_Time___Link_Status_Parameter,,TMDD_N16_Flag,FALSE
712,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.4.3.2.5.2.38,Link Status Date and Time Change Information,Response Message,O,Yes / No,,TMDD_N16R318_Link_Status_Date_and_Time_Change_Information_Supported,FALSE,TMDD_N16R318_Link_Status_Date_and_Time_Change_Information_Parameter,,TMDD_N16_Flag,FALSE
713,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.1.4.1,Contents of the Error Report,Error Report Message,M,Yes,,TMDD_N16R12_Contents_of_the_Error_Report_Supported,TRUE,TMDD_N16R12_Contents_of_the_Error_Report_Parameter,,TMDD_N16_Flag,FALSE
714,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.1.4.1.1,Required Error Report Contents,Error Report Message,M,Yes,,TMDD_N16R13_Required_Error_Report_Contents_Supported,TRUE,TMDD_N16R13_Required_Error_Report_Contents_Parameter,,TMDD_N16_Flag,FALSE
715,2.3.4.3,Need to Share Link Data,Optional,Yes/No,3.3.1.4.1.2.1,Restrictions - Error Report,Error Report Message,O,Yes / No,,TMDD_N16R14_Restrictions___Error_Report_Supported,FALSE,TMDD_N16R14_Restrictions___Error_Report_Parameter,,TMDD_N16_Flag,FALSE
716,2.3.4.4,Need to Share Route Data,Optional,Yes/No,3.3.4.4.2.1,Send Route Status Information Upon Request,Dialogs,M,Yes,The owner center shall respond within ___ (100 ms - 1 hour; Default = 1 minute) after receiving the request. See Section 3.4.2.,TMDD_N17R334_Send_Route_Status_Information_Upon_Request_Supported,TRUE,TMDD_N17R334_Send_Route_Status_Information_Upon_Request_Parameter,60000,TMDD_N17_Flag,FALSE
717,2.3.4.4,Need to Share Route Data,Optional,Yes/No,3.3.4.4.2.2,Publish Route Status Information,Dialogs,Subscription:O,Yes / No / NA,The owner center shall begin sending the updated response message within ___ (100 ms - 24 hours; Default = 1 minute) after the information is updated in the owner center. See Section 3.4.1.,TMDD_N17R335_Publish_Route_Status_Information_Supported,FALSE,TMDD_N17R335_Publish_Route_Status_Information_Parameter,900000,TMDD_N17_Flag,FALSE
718,2.3.4.4,Need to Share Route Data,Optional,Yes/No,3.3.4.4.2.3,Subscribe to Route Status Information,Dialogs,Subscription:O,Yes / No / NA,,TMDD_N17R336_Subscribe_to_Route_Status_Information_Supported,FALSE,TMDD_N17R336_Subscribe_to_Route_Status_Information_Parameter,60000,TMDD_N17_Flag,FALSE
719,2.3.4.4,Need to Share Route Data,Optional,Yes/No,3.3.4.1.1,Contents of the Traffic Network Information Request,Request Message,M,Yes,,TMDD_N17R219_Contents_of_the_Traffic_Network_Information_Request_Supported,TRUE,TMDD_N17R219_Contents_of_the_Traffic_Network_Information_Request_Parameter,,TMDD_N17_Flag,FALSE
720,2.3.4.4,Need to Share Route Data,Optional,Yes/No,3.3.4.1.1.1,Required Traffic Network Information Request Content,Request Message,M,Yes,,TMDD_N17R220_Required_Traffic_Network_Information_Request_Content_Supported,TRUE,TMDD_N17R220_Required_Traffic_Network_Information_Request_Content_Parameter,,TMDD_N17_Flag,FALSE
721,2.3.4.4,Need to Share Route Data,Optional,Yes/No,3.3.4.1.1.2.1,Authentication - Network (AuthNetwork),Request Message,O,Yes / No,,TMDD_N17R221_Authentication___Network__AuthNetwork__Supported,FALSE,TMDD_N17R221_Authentication___Network__AuthNetwork__Parameter,,TMDD_N17_Flag,FALSE
722,2.3.4.4,Need to Share Route Data,Optional,Yes/No,3.3.4.1.1.2.1.1,Operator Identifier - Network,Request Message,AuthNetwork:O,Yes / No / NA,,TMDD_N17R222_Operator_Identifier___Network_Supported,FALSE,TMDD_N17R222_Operator_Identifier___Network_Parameter,,TMDD_N17_Flag,FALSE
723,2.3.4.4,Need to Share Route Data,Optional,Yes/No,3.3.4.1.1.2.2,Roadway Network Identifier,Request Message,O,Yes / No,,TMDD_N17R223_Roadway_Network_Identifier_Supported,FALSE,TMDD_N17R223_Roadway_Network_Identifier_Parameter,,TMDD_N17_Flag,FALSE
724,2.3.4.4,Need to Share Route Data,Optional,Yes/No,3.3.4.1.1.2.3,Traffic Network Identifier,Request Message,O,Yes / No,,TMDD_N17R224_Traffic_Network_Identifier_Supported,FALSE,TMDD_N17R224_Traffic_Network_Identifier_Parameter,,TMDD_N17_Flag,FALSE
725,2.3.4.4,Need to Share Route Data,Optional,Yes/No,3.3.4.4.2.4,Contents of the Route Status Request,Request Message,M,Yes,,TMDD_N17R337_Contents_of_the_Route_Status_Request_Supported,TRUE,TMDD_N17R337_Contents_of_the_Route_Status_Request_Parameter,,TMDD_N17_Flag,FALSE
726,2.3.4.4,Need to Share Route Data,Optional,Yes/No,3.3.4.4.2.5,Contents of the Route Status Information,Response Message,M,Yes,,TMDD_N17R338_Contents_of_the_Route_Status_Information_Supported,TRUE,TMDD_N17R338_Contents_of_the_Route_Status_Information_Parameter,,TMDD_N17_Flag,FALSE
727,2.3.4.4,Need to Share Route Data,Optional,Yes/No,3.3.4.4.2.5.1,Required Route Status Information Content,Response Message,M,Yes,,TMDD_N17R339_Required_Route_Status_Information_Content_Supported,TRUE,TMDD_N17R339_Required_Route_Status_Information_Content_Parameter,,TMDD_N17_Flag,FALSE
728,2.3.4.4,Need to Share Route Data,Optional,Yes/No,3.3.4.4.2.5.2.1,Restrictions - Route Status,Response Message,O,Yes / No,,TMDD_N17R340_Restrictions___Route_Status_Supported,FALSE,TMDD_N17R340_Restrictions___Route_Status_Parameter,,TMDD_N17_Flag,FALSE
729,2.3.4.4,Need to Share Route Data,Optional,Yes/No,3.3.4.4.2.5.2.2,Route Name - Route Status,Response Message,O,Yes / No,,TMDD_N17R341_Route_Name___Route_Status_Supported,FALSE,TMDD_N17R341_Route_Name___Route_Status_Parameter,,TMDD_N17_Flag,FALSE
730,2.3.4.4,Need to Share Route Data,Optional,Yes/No,3.3.4.4.2.5.2.3,Route Detour Status Flag,Response Message,O,Yes / No,,TMDD_N17R342_Route_Detour_Status_Flag_Supported,FALSE,TMDD_N17R342_Route_Detour_Status_Flag_Parameter,,TMDD_N17_Flag,FALSE
731,2.3.4.4,Need to Share Route Data,Optional,Yes/No,3.3.4.4.2.5.2.4,Route Surface Conditions,Response Message,O,Yes / No,,TMDD_N17R343_Route_Surface_Conditions_Supported,FALSE,TMDD_N17R343_Route_Surface_Conditions_Parameter,,TMDD_N17_Flag,FALSE
732,2.3.4.4,Need to Share Route Data,Optional,Yes/No,3.3.4.4.2.5.2.5,Route Existing Capacity,Response Message,O,Yes / No,,TMDD_N17R344_Route_Existing_Capacity_Supported,FALSE,TMDD_N17R344_Route_Existing_Capacity_Parameter,,TMDD_N17_Flag,FALSE
733,2.3.4.4,Need to Share Route Data,Optional,Yes/No,3.3.4.4.2.5.2.6,Route Level of Service,Response Message,O,Yes / No,,TMDD_N17R345_Route_Level_of_Service_Supported,FALSE,TMDD_N17R345_Route_Level_of_Service_Parameter,,TMDD_N17_Flag,FALSE
734,2.3.4.4,Need to Share Route Data,Optional,Yes/No,3.3.4.4.2.5.2.7,Route Saturation,Response Message,O,Yes / No,,TMDD_N17R346_Route_Saturation_Supported,FALSE,TMDD_N17R346_Route_Saturation_Parameter,,TMDD_N17_Flag,FALSE
